Student_ID,Gender,Academic_Year,Q1_interruptions,Q2_short_sessions_pct,Q3_task_switching,Q4_duration_variability,Q5_daily_sessions,Q6_focus_difficulty,Q7_pause_freq,Q8_replay_freq,Q9_content_replayed_pct,Q10_replay_time_ratio,Q11_replay_reliance,Learning_Effectiveness,Course_Satisfaction,Self_Reported_Performance,N_Q1_interruptions,N_Q2_short_sessions_pct,N_Q3_task_switching,N_Q4_duration_variability,N_Q5_daily_sessions,N_Q6_focus_difficulty,P_Q7_pause_freq,P_Q8_replay_freq,P_Q9_content_replayed_pct,P_Q10_replay_time_ratio,P_Q11_replay_reliance,LFI,RDP,Risk_Category
17,Female,2,4.53,53.37,8.96,4.14,2.76,6.38,2.69,2.63,37.04,1.46,3.7,6.87,8.25,8.53,0.5278514588859416,0.7086776859504131,0.9445114595898675,0.8619153674832961,0.2869269949066214,0.5726027397260274,0.13693693693693695,0.2723521320495186,0.40285049447353116,0.5921052631578946,0.29041095890410956,0.6504142844236945,0.33893115710439814,Moderate Risk
18,Female,4,3.79,32.07,6.92,3.44,2.97,2.58,11.66,3.22,68.43,1.02,8.22,3.33,5.51,6.22,0.4297082228116711,0.3943329397874852,0.698431845597105,0.7060133630289532,0.32258064516129037,0.05205479452054793,0.945045045045045,0.35350756533700145,0.859365910413031,0.3991228070175438,0.9095890410958904,0.4338536351511755,0.6933260737817024,Moderate Risk
19,Female,2,0.7,70.57,5.85,2.38,5.04,9.31,6.66,5.34,40.5,0.23,1.6,6.23,6.1,6.12,0.01989389920424402,0.9625147579693033,0.5693606755126659,0.4699331848552338,0.6740237691001698,0.9739726027397261,0.49459459459459465,0.6451169188445667,0.4531704479348459,0.05263157894736842,0.0027397260273972625,0.6116164815635571,0.3296506532697546,Low Risk
20,Male,1,1.33,14.63,1.83,0.65,5.51,9.4,3.97,4.78,35.89,0.87,2.14,6.88,7.21,6.85,0.10344827586206896,0.13695395513577333,0.08443908323281064,0.08463251670378619,0.7538200339558574,0.9863013698630138,0.2522522522522523,0.5680880330123796,0.38612565445026187,0.3333333333333333,0.07671232876712329,0.358265872458885,0.32330232036307005,Low Risk
21,Female,3,0.74,28.87,6.23,2.46,5.75,7.24,6.28,3.17,42.24,1.95,3.06,5.17,9.05,8.36,0.02519893899204243,0.34710743801652894,0.6151990349819061,0.487750556792873,0.7945670628183361,0.6904109589041096,0.4603603603603604,0.3466299862448418,0.47847585805701004,0.807017543859649,0.20273972602739723,0.493372331750966,0.4590446949098516,Low Risk
22,Male,2,5.4,12.94,9.42,2.38,5.74,6.02,12.27,7.9,30.3,0.11,1.7,8.01,9.88,5.26,0.6432360742705571,0.11201298701298701,1.0,0.4699331848552338,0.7928692699490663,0.5232876712328767,1.0,0.9972489683631363,0.30482838859802214,0.0,0.016438356164383543,0.5902231978867868,0.4637031426251085,Low Risk
23,Female,2,2.92,69.73,2.19,1.0,1.55,4.32,6.67,5.04,63.32,0.87,2.86,3.69,8.26,7.41,0.31432360742705573,0.9501180637544274,0.12786489746682753,0.16258351893095768,0.08149405772495756,0.2904109589041096,0.4954954954954955,0.6038514442916093,0.7850494473531124,0.3333333333333333,0.1753424657534246,0.3211325173680559,0.47861443724539504,Low Risk
24,Female,4,4.42,66.41,5.41,2.2,3.97,8.1,4.78,2.28,45.2,1.02,5.87,3.49,5.63,6.68,0.513262599469496,0.9011216056670601,0.5162846803377564,0.4298440979955457,0.4923599320882853,0.8082191780821917,0.3252252252252253,0.22420907840440166,0.5215241419429901,0.3991228070175438,0.5876712328767123,0.6101820156067226,0.41155049709337466,Low Risk
25,Female,2,7.49,23.06,8.46,2.03,1.35,7.14,8.28,1.26,25.18,1.34,4.66,7.73,5.66,4.74,0.9204244031830239,0.26136363636363635,0.8841978287092885,0.3919821826280623,0.04753820033955858,0.6767123287671233,0.6405405405405405,0.08390646492434663,0.23036649214659688,0.5394736842105262,0.42191780821917807,0.5303697633317821,0.3832409980082377,Low Risk
26,Female,2,2.42,51.2,7.3,3.03,4.3,3.22,3.76,1.65,74.57,2.22,8.2,6.22,8.03,8.71,0.2480106100795756,0.6766528925619835,0.7442702050663451,0.6146993318485523,0.5483870967741935,0.13972602739726028,0.23333333333333334,0.1375515818431912,0.9486620127981384,0.9254385964912281,0.906849315068493,0.49529102728798513,0.6303669679068767,Moderate Risk
27,Female,2,3.66,62.21,6.92,3.12,3.65,8.83,1.87,2.34,36.41,0.9,7.63,7.47,4.29,8.18,0.4124668435013263,0.8391381345926799,0.698431845597105,0.6347438752783964,0.4380305602716469,0.9082191780821918,0.06306306306306309,0.23246217331499314,0.3936881908086097,0.3464912280701754,0.8287671232876711,0.6551717395538911,0.3728943557089025,Moderate Risk
28,Female,4,6.32,43.86,6.97,0.41,6.33,8.17,2.48,1.71,48.22,0.9,4.06,5.83,3.33,7.28,0.7652519893899205,0.5683293978748524,0.7044632086851629,0.031180400890868588,0.8930390492359932,0.8178082191780822,0.11801801801801802,0.1458046767537827,0.5654450261780105,0.3464912280701754,0.33972602739726016,0.6300120442091467,0.30309699528344936,Low Risk
29,Female,2,2.26,42.08,4.06,1.92,3.11,9.12,2.47,1.9,75.08,1.8,3.45,4.6,5.16,8.53,0.22679045092838193,0.5420602125147579,0.353437876960193,0.36748329621380843,0.34634974533106966,0.9479452054794519,0.11711711711711714,0.171939477303989,0.9560791157649797,0.7412280701754385,0.25616438356164384,0.4640111312379438,0.4485056327846336,Low Risk
30,Female,3,1.09,21.93,3.5,3.08,1.7,7.44,2.75,2.64,54.19,1.14,4.35,8.32,4.65,8.64,0.07161803713527852,0.24468713105076736,0.2858866103739445,0.6258351893095768,0.10696095076400677,0.7178082191780822,0.14234234234234236,0.2737276478679505,0.6522687609075044,0.45175438596491213,0.37945205479452043,0.34213268963527604,0.37990903837544593,Low Risk
31,Male,4,2.73,11.52,7.88,2.51,1.86,6.6,2.6,1.8,16.65,0.62,5.93,8.2,4.72,7.6,0.2891246684350132,0.09105667060212513,0.8142340168878167,0.49888641425389746,0.134125636672326,0.6027397260273972,0.12882882882882885,0.15818431911966988,0.10631180919139034,0.22368421052631576,0.595890410958904,0.4050278554797626,0.24257991572502177,Low Risk
32,Male,3,1.74,67.81,7.89,4.14,5.57,5.14,8.37,7.23,77.55,1.14,3.51,7.52,4.25,8.44,0.15782493368700265,0.9217827626918536,0.8154402895054282,0.8619153674832961,0.7640067911714771,0.4027397260273972,0.6486486486486486,0.9050894085281982,0.9920011634671321,0.45175438596491213,0.26438356164383553,0.6539516450944091,0.6523754336505453,High Risk
33,Female,4,7.66,68.03,8.37,3.23,4.71,9.0,3.09,1.1,54.45,0.42,6.18,4.77,2.82,7.53,0.9429708222811671,0.9250295159386068,0.8733413751507841,0.6592427616926503,0.6179966044142614,0.9315068493150684,0.17297297297297298,0.06189821182943605,0.6560500290866784,0.13596491228070173,0.6301369863013697,0.8250146547987564,0.33140462249423175,Moderate Risk
34,Female,2,6.72,49.32,8.76,0.95,1.61,8.5,4.98,4.43,32.78,0.51,4.57,6.84,2.63,7.42,0.8183023872679045,0.6489079102715466,0.9203860072376358,0.15144766146993316,0.09168081494057725,0.863013698630137,0.3432432432432433,0.5199449793672627,0.3408958696916813,0.17543859649122806,0.4095890410958904,0.582289746636289,0.35782234597786117,Low Risk
35,Female,3,5.38,28.73,5.35,0.52,1.5,2.34,11.31,3.58,18.31,1.25,5.64,5.35,9.91,7.02,0.6405835543766578,0.3450413223140496,0.5090470446320868,0.05567928730512249,0.0730050933786078,0.019178082191780778,0.9135135135135136,0.4030261348005503,0.13045375218150088,0.4999999999999999,0.5561643835616438,0.27375573069971754,0.5006315568114417,Low Risk
36,Male,4,7.21,29.44,5.26,3.16,5.21,2.2,6.45,7.87,66.76,1.06,4.77,3.6,5.71,7.89,0.883289124668435,0.35551948051948057,0.49819059107358266,0.643652561247216,0.7028862478777589,0.0,0.4756756756756757,0.9931224209078404,0.8350785340314137,0.41666666666666663,0.4369863013698629,0.5139230008977456,0.6315059197302919,Moderate Risk
37,Female,1,6.69,55.82,7.79,0.32,1.44,4.82,8.68,1.34,53.89,2.2,3.71,8.96,5.38,4.03,0.8143236074270558,0.7448347107438016,0.8033775633293125,0.011135857461024495,0.0628183361629881,0.3589041095890411,0.6765765765765765,0.09491059147180193,0.6479057591623038,0.9166666666666667,0.2917808219178082,0.4658990307855373,0.5255680831590314,Low Risk
38,Male,2,1.94,67.8,6.52,2.89,5.93,8.08,2.98,3.48,47.48,0.93,8.61,3.89,7.6,8.73,0.18435013262599467,0.9216351829988192,0.6501809408926418,0.5835189309576837,0.8251273344651952,0.8054794520547945,0.16306306306306306,0.3892709766162311,0.5546829552065154,0.35964912280701755,0.9630136986301367,0.6617153289991882,0.4859359632645928,Moderate Risk
39,Male,4,7.37,67.1,6.97,4.53,5.24,9.4,3.21,7.77,74.15,1.44,7.23,9.18,4.14,8.67,0.9045092838196287,0.9113046044864225,0.7044632086851629,0.9487750556792872,0.7079796264855688,0.9863013698630138,0.1837837837837838,0.9793672627235213,0.9425538103548576,0.5833333333333331,0.773972602739726,0.8605555248365141,0.6926021585870444,High Risk
40,Male,1,4.65,59.59,7.76,2.85,1.49,3.13,1.47,6.99,66.36,1.55,2.55,5.9,9.62,3.19,0.5437665782493369,0.8004722550177096,0.7997587454764777,0.5746102449888641,0.07130730050933785,0.12739726027397258,0.027027027027027032,0.8720770288858323,0.8292611983711461,0.6315789473684209,0.13287671232876708,0.4862187307526165,0.4985641827962387,Low Risk
41,Male,4,6.72,49.94,8.57,1.99,1.51,6.46,2.94,6.63,19.22,0.13,8.01,4.2,8.4,8.37,0.8183023872679045,0.6580578512396693,0.8974668275030159,0.38307349665924273,0.07470288624787776,0.5835616438356164,0.15945945945945947,0.8225584594222833,0.14368819080860967,0.008771929824561405,0.8808219178082191,0.5691941821255544,0.40305999146462657,Low Risk
42,Male,1,7.4,10.89,3.87,3.16,6.92,4.86,4.2,2.43,31.07,1.63,5.16,6.52,3.17,3.84,0.9084880636604775,0.08175914994096813,0.33051869722557303,0.643652561247216,0.9932088285229203,0.3643835616438356,0.272972972972973,0.24484181568088037,0.31602675974403727,0.6666666666666665,0.4904109589041096,0.5536684770401651,0.39818383479373337,Low Risk
43,Female,2,2.95,16.31,4.19,2.31,3.25,9.27,3.04,1.78,26.39,0.51,8.21,8.67,5.63,5.18,0.31830238726790455,0.16174734356552536,0.36911942098914363,0.45434298440979953,0.3701188455008489,0.9684931506849315,0.1684684684684685,0.15543328748280605,0.2479639325189064,0.17543859649122806,0.9082191780821918,0.44035402206969226,0.33110469260872016,Low Risk
44,Female,3,1.35,67.9,1.8,2.71,3.22,8.32,2.02,5.51,63.05,2.31,7.5,7.76,9.09,7.83,0.10610079575596817,0.9231109799291617,0.0808202653799759,0.5434298440979956,0.3650254668930391,0.8383561643835616,0.07657657657657659,0.6685006877579092,0.7811227457824317,0.9649122807017544,0.8109589041095889,0.47614058607328363,0.6604142389856521,Moderate Risk
45,Female,1,2.26,47.45,5.92,4.53,5.88,8.29,2.39,7.47,10.48,0.44,4.69,8.24,9.59,4.04,0.22679045092838193,0.621310507674144,0.577804583835947,0.9487750556792872,0.8166383701188454,0.8342465753424656,0.10990990990990993,0.9381017881705639,0.016579406631762664,0.14473684210526314,0.426027397260274,0.670927590596512,0.3270710688155547,Moderate Risk
46,Female,4,3.79,5.64,1.31,1.98,6.68,5.52,6.3,4.68,50.17,1.05,1.67,7.28,6.01,8.32,0.4297082228116711,0.004279811097992916,0.021712907117008465,0.3808463251670378,0.9524617996604414,0.4547945205479451,0.46216216216216216,0.5543328748280605,0.5938045375218151,0.41228070175438597,0.01232876712328765,0.3739672644003495,0.40698180867794226,Low Risk
47,Female,2,6.8,12.1,4.96,4.62,6.92,5.11,3.37,4.79,64.42,0.3,3.52,7.5,7.1,8.41,0.8289124668435013,0.09961629279811098,0.4620024125452353,0.9688195991091313,0.9932088285229203,0.3986301369863014,0.19819819819819823,0.5694635488308115,0.8010471204188483,0.08333333333333333,0.2657534246575342,0.6251982894675334,0.3835591250877451,Low Risk
48,Male,1,7.13,51.45,5.61,4.36,5.52,4.05,5.19,2.6,72.88,2.39,5.56,8.52,3.75,6.3,0.8726790450928382,0.6803423848878394,0.540410132689988,0.9109131403118039,0.7555178268251272,0.25342465753424653,0.36216216216216224,0.26822558459422285,0.9240837696335079,1.0,0.5452054794520547,0.6688811978903072,0.6199353991683896,High Risk
49,Female,4,0.55,5.35,3.44,1.1,3.26,2.42,6.79,6.27,33.31,1.26,6.25,4.62,9.93,3.04,0.0,0.0,0.27864897466827504,0.1848552338530067,0.3718166383701188,0.03013698630136983,0.5063063063063064,0.7730398899587345,0.34860383944153583,0.5043859649122806,0.6397260273972603,0.14424297219879506,0.5544124056032235,Low Risk
50,Female,4,4.43,16.26,6.02,0.52,1.5,8.49,8.94,1.9,68.77,1.47,3.43,6.18,4.24,4.87,0.5145888594164456,0.1610094451003542,0.5898673100120627,0.05567928730512249,0.0730050933786078,0.8616438356164384,0.7,0.171939477303989,0.8643106457242583,0.5964912280701753,0.2534246575342466,0.37596563847150516,0.5172332017265339,Low Risk
51,Male,4,3.71,43.41,1.26,0.66,5.66,8.1,1.45,2.93,16.19,0.25,2.55,4.44,9.57,7.01,0.4190981432360743,0.5616883116883116,0.01568154402895056,0.08685968819599109,0.7792869269949066,0.8082191780821917,0.025225225225225228,0.313617606602476,0.09962187318208264,0.06140350877192982,0.13287671232876708,0.44513896537107095,0.12654898522209618,Low Risk
52,Female,1,2.21,53.43,1.32,0.28,4.35,9.5,10.19,3.69,70.64,1.82,7.76,9.42,7.37,9.38,0.22015915119363394,0.7095631641086185,0.022919179734620047,0.002227171492204902,0.5568760611205432,1.0,0.8126126126126126,0.41815680880330125,0.8915066899360093,0.7499999999999999,0.8465753424657533,0.4186241212749368,0.7437702907635353,Moderate Risk
53,Male,1,1.42,50.64,7.99,0.63,3.55,9.47,8.22,4.31,17.43,0.58,8.88,9.14,7.06,7.11,0.11538461538461536,0.668388429752066,0.8275030156815442,0.08017817371937638,0.4210526315789473,0.9958904109589042,0.6351351351351352,0.5034387895460798,0.11765561372891217,0.20614035087719296,1.0,0.5180662128459089,0.492473977857464,Low Risk
54,Female,1,3.1,20.7,4.06,3.34,6.44,6.17,1.94,2.32,37.4,2.17,5.44,3.26,6.35,4.69,0.3381962864721485,0.22653482880755607,0.353437876960193,0.6837416481069042,0.9117147707979627,0.5438356164383561,0.06936936936936937,0.2297111416781293,0.408086096567772,0.9035087719298245,0.5287671232876712,0.5095768379305201,0.42788850056655325,Low Risk
55,Male,3,7.76,54.85,2.08,0.53,1.67,7.77,11.05,1.36,67.0,0.57,2.79,7.59,4.23,7.12,0.9562334217506632,0.7305194805194805,0.11459589867310016,0.05790645879732739,0.10186757215619692,0.7630136986301369,0.8900900900900902,0.09766162310866576,0.8385689354275743,0.20175438596491224,0.16575342465753423,0.45402275508781753,0.43876569184975533,Low Risk
56,Female,1,2.99,21.61,5.44,1.67,3.96,9.09,11.59,5.08,19.09,0.54,3.54,9.01,3.82,6.51,0.32360742705570295,0.23996458087367173,0.5199034981905912,0.3118040089086859,0.49066213921901525,0.9438356164383561,0.9387387387387388,0.609353507565337,0.1417975567190227,0.18859649122807018,0.26849315068493146,0.47162954511433713,0.42939588898722,Low Risk
57,Female,1,4.49,27.78,7.54,4.09,1.07,8.37,1.7,2.66,24.96,0.18,1.64,4.17,4.15,8.07,0.5225464190981433,0.3310212514757969,0.7732207478890231,0.8507795100222716,0.0,0.8452054794520547,0.04774774774774775,0.27647867950481436,0.22716695753344973,0.030701754385964907,0.008219178082191757,0.5537955679895483,0.1180628634508337,Low Risk
58,Male,1,5.91,57.25,2.83,0.31,3.81,3.86,4.18,4.86,61.45,1.19,8.36,6.69,3.9,3.7,0.7108753315649867,0.7659386068476977,0.20506634499396867,0.008908685968819594,0.4651952461799661,0.22739726027397256,0.2711711711711712,0.579092159559835,0.7578534031413614,0.47368421052631565,0.9287671232876711,0.3972302459715686,0.6021136135372709,Moderate Risk
59,Male,3,3.3,50.47,6.29,3.95,1.34,5.38,10.27,1.66,61.28,1.4,2.38,8.95,8.35,7.95,0.3647214854111406,0.665879574970484,0.6224366706875755,0.8195991091314031,0.04584040747028863,0.43561643835616437,0.8198198198198198,0.1389270976616231,0.7553810354857476,0.5657894736842104,0.10958904109589038,0.492348947671176,0.4779012935494582,Low Risk
60,Male,1,7.98,64.45,1.73,1.5,1.71,2.97,9.6,4.11,55.44,0.25,5.82,3.22,5.13,6.52,0.9854111405835545,0.8721959858323495,0.07237635705669483,0.27394209354120264,0.10865874363327672,0.10547945205479453,0.7594594594594595,0.47592847317744164,0.6704479348458406,0.06140350877192982,0.5808219178082191,0.40301062878364546,0.5096122588125781,Low Risk
61,Male,4,7.91,51.03,1.44,0.74,1.71,9.16,3.12,4.49,59.35,1.88,3.56,7.53,2.93,9.26,0.9761273209549072,0.6741440377804013,0.037394451145959,0.10467706013363028,0.10865874363327672,0.9534246575342465,0.17567567567567569,0.5281980742778543,0.7273123909249566,0.7763157894736841,0.27123287671232876,0.47573771186373687,0.49574696141289987,Low Risk
62,Male,1,2.44,44.78,5.52,3.4,4.9,6.55,3.41,0.89,48.16,1.14,5.66,4.93,9.77,5.22,0.2506631299734748,0.5819067296340024,0.5295536791314838,0.6971046770601336,0.6502546689303905,0.595890410958904,0.20180180180180182,0.03301237964236589,0.5645724258289703,0.45175438596491213,0.558904109589041,0.5508955492813982,0.36200902056541817,Low Risk
63,Male,4,4.33,11.56,5.6,3.09,5.48,3.71,5.26,3.02,26.63,1.31,6.39,9.01,9.13,7.11,0.5013262599469497,0.0916469893742621,0.5392038600723764,0.6280623608017817,0.7487266553480476,0.20684931506849313,0.3684684684684685,0.3259972489683632,0.25145433391506694,0.5263157894736842,0.658904109589041,0.4526359067686518,0.4262279900829248,Low Risk
64,Male,4,2.82,30.74,6.42,4.24,4.5,7.04,6.57,1.51,33.58,1.11,7.72,9.31,9.46,9.06,0.30106100795755963,0.3747048406139315,0.638118214716526,0.8841870824053452,0.5823429541595925,0.663013698630137,0.4864864864864865,0.11829436038514443,0.3525305410122164,0.43859649122807015,0.8410958904109588,0.5739046330805153,0.44740075390457523,Low Risk
65,Male,4,2.69,23.56,7.17,3.58,6.77,6.64,8.11,0.98,21.44,1.02,3.05,9.14,9.96,3.67,0.2838196286472148,0.2687426210153483,0.7285886610373945,0.7371937639198218,0.9677419354838709,0.6082191780821917,0.6252252252252252,0.04539202200825309,0.17597440372309486,0.3991228070175438,0.20136986301369858,0.5990509646976404,0.28941686419756313,Low Risk
66,Female,3,0.78,22.08,9.29,3.9,3.25,4.69,5.24,7.92,75.23,1.39,1.58,6.08,3.8,9.09,0.030503978779840846,0.24690082644628092,0.9843184559710496,0.8084632516703786,0.3701188455008489,0.34109589041095895,0.3666666666666667,1.0,0.9582606166375801,0.5614035087719297,0.0,0.4635668747965596,0.5772661584152353,Low Risk
67,Female,3,5.19,73.11,5.39,1.5,2.71,2.85,6.32,2.92,51.17,0.46,2.53,8.6,5.47,7.47,0.6153846153846154,1.0,0.5138721351025332,0.27394209354120264,0.27843803056027167,0.08904109589041095,0.463963963963964,0.312242090784044,0.608347876672484,0.15350877192982457,0.1301369863013698,0.4617796617465057,0.3336399379303373,Low Risk
68,Male,3,4.37,32.52,3.75,1.02,6.21,7.04,9.6,6.57,37.66,0.52,8.25,8.49,8.19,3.44,0.5066312997347481,0.400974025974026,0.31604342581423406,0.16703786191536749,0.8726655348047538,0.663013698630137,0.7594594594594595,0.8143053645116919,0.4118673647469459,0.17982456140350878,0.9136986301369862,0.4877276411455444,0.6158310760517185,Moderate Risk
69,Female,1,0.9,67.44,7.76,3.65,2.34,5.9,1.42,2.41,42.19,2.08,8.05,5.07,7.72,4.96,0.04641909814323607,0.9163223140495866,0.7997587454764777,0.7527839643652561,0.2156196943972835,0.5068493150684932,0.022522522522522525,0.24209078404401654,0.47774869109947643,0.8640350877192982,0.8863013698630137,0.5396255219167222,0.49853969104966545,Low Risk
70,Female,4,2.65,49.18,3.3,3.91,6.78,7.79,3.9,5.61,78.1,2.28,5.98,8.39,3.65,7.6,0.2785145888594164,0.6468417945690672,0.2617611580217129,0.8106904231625836,0.969439728353141,0.7657534246575343,0.24594594594594596,0.6822558459422283,1.0,0.9517543859649121,0.6027397260273972,0.6221668529372425,0.6965391807760968,Moderate Risk
71,Female,3,7.49,60.64,4.73,4.76,1.07,5.9,9.2,6.2,19.35,0.96,6.0,3.24,8.62,3.44,0.9204244031830239,0.8159681227863045,0.43425814234016896,1.0,0.0,0.5068493150684932,0.7234234234234234,0.7634112792297112,0.14557882489819668,0.3728070175438596,0.6054794520547945,0.6129166638963318,0.522139999429997,Low Risk
72,Female,3,2.34,40.18,1.67,2.1,6.82,8.39,11.29,4.97,51.38,0.72,6.49,6.88,4.18,6.78,0.23740053050397875,0.5140200708382526,0.06513872135102534,0.40757238307349664,0.9762308998302207,0.8479452054794522,0.9117117117117117,0.5942228335625859,0.6114019778941246,0.26754385964912275,0.6726027397260274,0.5080513018460711,0.6114966245087146,Moderate Risk
